Section,X,Y,Z
Section-{27},59.37,58.97,0
Section-{27},6.77,64.3,0
Section-{27},59.76,58.47,0
Section-{27},58.39,61.99,0
Section-{27},58.82,60.22,0
Section-{27},9.61,62.11,0
Section-{27},61.18,56.78,0
Section-{27},58.35,63.84,0
Section-{27},58.46,64.01,0
Section-{27},59.84,58.24,0
Section-{27},13.62,63.23,0
Section-{27},60.71,57.28,0
Section-{27},7.48,63.34,0
Section-{27},59.53,58.37,0
Section-{27},6.5,64.6,0
Section-{27},59.53,58.79,0
Section-{27},7.76,63.03,0
Section-{27},58.31,61.9,0
Section-{27},60.55,57.34,0
Section-{27},10.24,61.95,0
Section-{27},61.34,56.66,0
Section-{27},7.6,63.15,0
Section-{27},58.39,62.42,0
Section-{27},61.5,56.54,0
Section-{27},66.97,54.86,0
Section-{27},65.91,54.94,0
Section-{27},70.2,55.82,0
Section-{27},62.32,55.98,0
Section-{27},73.19,58.56,0
Section-{27},62.88,55.7,0
Section-{27},70.87,56.19,0
Section-{27},69.25,55.37,0
Section-{27},66.26,54.86,0
Section-{27},65.24,54.94,0
Section-{27},68.98,55.25,0
Section-{27},70.47,55.98,0
Section-{27},66.5,54.72,0
Section-{27},69.84,55.57,0
Section-{27},67.48,54.94,0
Section-{27},68.78,55.23,0
Section-{27},71.97,57.1,0
Section-{27},65.4,54.93,0
Section-{27},68.43,55.12,0
Section-{27},63.78,55.3,0
Section-{27},62.17,56.1,0
Section-{27},63.98,55.26,0
Section-{27},64.61,55.07,0
Section-{27},66.1,54.87,0
Section-{27},62.76,55.77,0
Section-{27},67.72,54.93,0
Section-{27},66.58,54.86,0
Section-{27},69.61,55.51,0
Section-{27},62.48,55.88,0
Section-{27},67.99,55,0
Section-{27},73.39,58.51,0
Section-{27},63.23,55.54,0
Section-{27},71.14,56.37,0
Section-{27},64.77,55.03,0
Section-{27},63.62,55.36,0
Section-{27},68.19,55.03,0
Section-{27},66.77,54.91,0
Section-{27},72.52,57.7,0
Section-{27},67.29,54.92,0
,,,
Section-{28},60.55,57.21,0
Section-{28},58.9,59.87,0
Section-{28},13.31,60.7,0
Section-{28},59.73,57.92,0
Section-{28},10.39,59.73,0
Section-{28},58.39,62.26,0
Section-{28},58.35,62.6,0
Section-{28},11.73,59.93,0
Section-{28},61.69,56.21,0
Section-{28},58.27,61.95,0
Section-{28},59.57,58.41,0
Section-{28},8.7,60.18,0
Section-{28},58.98,59.61,0
Section-{28},7.09,61.52,0
Section-{28},59.29,58.89,0
Section-{28},9.96,59.77,0
Section-{28},6.81,61.87,0
Section-{28},7.91,70.16,0
Section-{28},60.95,56.56,0
Section-{28},61.22,56.63,0
Section-{28},9.21,59.99,0
Section-{28},59.73,58.29,0
Section-{28},58.78,60.08,0
Section-{28},58.31,63.42,0
Section-{28},61.77,55.92,0
Section-{28},58.7,60.36,0
Section-{28},59.21,59.12,0
Section-{28},60.75,57.09,0
Section-{28},6.58,62.33,0
Section-{28},14.02,61.41,0
Section-{28},58.27,62.17,0
Section-{28},58.47,61.41,0
Section-{28},12.68,60.3,0
Section-{28},7.21,61.34,0
Section-{28},58.5,61.07,0
Section-{28},58.46,63.78,0
Section-{28},6.93,61.64,0
Section-{28},10.59,59.78,0
Section-{28},12.48,60.2,0
Section-{28},60,57.91,0
Section-{28},7.68,60.84,0
Section-{28},62.01,55.79,0
Section-{28},59.1,59.35,0
Section-{28},59.88,58.08,0
Section-{28},61.38,56.46,0
Section-{28},60.87,56.92,0
Section-{28},58.43,64.21,0
Section-{28},61.5,56.36,0
Section-{28},8.15,60.45,0
Section-{28},8.82,60.12,0
Section-{28},7.72,70.14,0
Section-{28},58.43,61.78,0
Section-{28},59.49,58.24,0
Section-{28},9.61,59.9,0
Section-{28},10.83,59.77,0
Section-{28},8.54,60.27,0
Section-{28},9.02,60.02,0
Section-{28},58.31,61.8,0
Section-{28},9.76,59.78,0
Section-{28},58.46,64.82,0
Section-{28},12.24,60.15,0
Section-{28},58.39,63.81,0
Section-{28},7.99,60.62,0
Section-{28},6.73,62.13,0
Section-{28},58.39,63.16,0
Section-{28},59.84,57.74,0
Section-{28},7.52,70.09,0
Section-{28},13.03,60.52,0
Section-{28},60.28,57.48,0
Section-{28},8.31,60.38,0
Section-{28},7.36,61.2,0
Section-{28},11.5,59.89,0
Section-{28},7.84,60.68,0
Section-{28},11.02,59.76,0
Section-{28},10.16,59.81,0
Section-{28},11.26,59.79,0
Section-{28},60.43,57.33,0
Section-{28},67.13,54.71,0
Section-{28},62.36,55.78,0
Section-{28},65.83,54.74,0
Section-{28},71.54,56.51,0
Section-{28},68.43,54.93,0
Section-{28},67.4,54.74,0
Section-{28},67.6,54.6,0
Section-{28},64.96,54.83,0
Section-{28},68.62,55,0
Section-{28},65.51,54.74,0
Section-{28},72.99,58.07,0
Section-{28},71.81,56.72,0
Section-{28},72.36,57.24,0
Section-{28},65.36,54.75,0
Section-{28},63.54,55.22,0
Section-{28},64.33,54.94,0
Section-{28},69.49,55.33,0
Section-{28},67.64,54.75,0
Section-{28},71.06,56.13,0
Section-{28},70.12,55.54,0
Section-{28},66.93,54.7,0
Section-{28},62.05,55.97,0
Section-{28},62.95,55.46,0
Section-{28},66.69,54.68,0
Section-{28},64.49,54.93,0
Section-{28},63.86,55.08,0
Section-{28},70.79,55.94,0
Section-{28},67.84,54.8,0
Section-{28},66.22,54.69,0
Section-{28},62.21,55.88,0
Section-{28},66.03,54.7,0
Section-{28},69.21,55.18,0
Section-{28},62.8,55.58,0
Section-{28},69.84,55.42,0
Section-{28},73.15,57.9,0
Section-{28},64.69,54.89,0
Section-{28},63.7,55.16,0
Section-{28},64.06,55.05,0
Section-{28},63.11,55.37,0
Section-{28},65.16,54.79,0
,,,
Section-{29},58.43,62.66,0
Section-{29},58.94,59.64,0
Section-{29},7.09,59.61,0
Section-{29},7.24,69.06,0
Section-{29},58.58,63.96,0
Section-{29},58.58,64.47,0
Section-{29},58.47,61.72,0
Section-{29},58.86,60.01,0
Section-{29},7.21,59.41,0
Section-{29},7.01,60.08,0
Section-{29},6.3,61.45,0
Section-{29},13.82,59.24,0
Section-{29},58.74,60.22,0
Section-{29},7.05,69.07,0
Section-{29},58.94,59.3,0
Section-{29},58.54,60.68,0
Section-{29},7.52,59.09,0
Section-{29},6.97,59.82,0
Section-{29},59.02,59.44,0
Section-{29},6.61,60.05,0
Section-{29},7.4,59.26,0
Section-{29},58.46,62.26,0
Section-{29},6.58,60.59,0
Section-{29},58.43,63.12,0
Section-{29},58.5,61.29,0
Section-{29},6.5,60.85,0
Section-{29},7.64,69.1,0
Section-{29},59.17,59.23,0
Section-{29},7.44,69.08,0
Section-{29},6.81,60.04,0
Section-{29},14.13,59.02,0
Section-{29},8.11,69.13,0
Section-{29},7.84,59.01,0
Section-{29},6.69,60.33,0
Section-{29},14.49,59.79,0
Section-{29},6.38,61.15,0
Section-{29},9.84,57.85,0
Section-{29},61.3,56.38,0
Section-{29},12.21,57.89,0
Section-{29},11.42,57.7,0
Section-{29},10.43,57.81,0
Section-{29},8.9,58.15,0
Section-{29},61.69,56.09,0
Section-{29},13.74,58.69,0
Section-{29},11.81,57.74,0
Section-{29},12.88,58.51,0
Section-{29},11.02,57.67,0
Section-{29},9.25,58.05,0
Section-{29},12.56,58.01,0
Section-{29},59.17,58.82,0
Section-{29},59.53,58.46,0
Section-{29},60.87,56.78,0
Section-{29},10.24,57.82,0
Section-{29},11.34,57.9,0
Section-{29},11.62,57.93,0
Section-{29},9.1,58.11,0
Section-{29},60.51,57.12,0
Section-{29},60.99,56.41,0
Section-{29},62.01,55.85,0
Section-{29},8.03,58.66,0
Section-{29},59.65,58.26,0
Section-{29},8.19,58.56,0
Section-{29},9.45,57.99,0
Section-{29},10.71,57.84,0
Section-{29},12.32,58.21,0
Section-{29},59.45,58.67,0
Section-{29},8.5,58.38,0
Section-{29},13.15,58.66,0
Section-{29},61.54,56.24,0
Section-{29},60.12,57.65,0
Section-{29},60.28,57.16,0
Section-{29},59.8,58.07,0
Section-{29},12.09,58.13,0
Section-{29},10.63,57.7,0
Section-{29},61.18,56.53,0
Section-{29},61.85,55.97,0
Section-{29},11.85,58.03,0
Section-{29},8.35,58.48,0
Section-{29},13.54,58.94,0
Section-{29},61.02,56.68,0
Section-{29},60.39,57.29,0
Section-{29},11.1,57.85,0
Section-{29},10.95,57.86,0
Section-{29},10.08,57.89,0
Section-{29},12.64,58.38,0
Section-{29},60.67,56.74,0
Section-{29},60.24,57.48,0
Section-{29},7.68,58.97,0
Section-{29},70.91,55.82,0
Section-{29},68.51,54.73,0
Section-{29},63.66,55,0
Section-{29},66.73,54.51,0
Section-{29},62.95,55.07,0
Section-{29},73.11,58.03,0
Section-{29},63.15,55.19,0
Section-{29},71.22,56.11,0
Section-{29},67.48,54.56,0
Section-{29},62.4,55.62,0
Section-{29},64.33,54.78,0
Section-{29},66.54,54.52,0
Section-{29},70.51,55.65,0
Section-{29},62.76,55.41,0
Section-{29},62.91,55.36,0
Section-{29},68.7,54.86,0
Section-{29},67.72,54.61,0
Section-{29},66.93,54.52,0
Section-{29},64.45,54.53,0
Section-{29},67.25,54.55,0
Section-{29},62.56,55.52,0
Section-{29},69.06,54.94,0
Section-{29},64.14,54.86,0
Section-{29},64.49,54.77,0
Section-{29},70.2,55.41,0
Section-{29},62.4,55.35,0
Section-{29},66.06,54.52,0
Section-{29},64.96,54.63,0
Section-{29},64.77,54.69,0
Section-{29},63.31,55.13,0
Section-{29},65.59,54.52,0
Section-{29},65.83,54.56,0
Section-{29},72.01,56.79,0
Section-{29},68.27,54.71,0
Section-{29},63.51,55.07,0
Section-{29},73.03,57.41,0
Section-{29},69.33,55.01,0
Section-{29},65,54.44,0
Section-{29},65.16,54.59,0
Section-{29},65.67,54.33,0
Section-{29},69.57,55.17,0
Section-{29},69.96,55.36,0
,,,
Section-{30},14.88,58.4,0
Section-{30},14.49,58.27,0
Section-{30},8.15,57.15,0
Section-{30},59.69,58.22,0
Section-{30},60.43,57.26,0
Section-{30},13.47,57.39,0
Section-{30},58.78,60.27,0
Section-{30},11.65,56.46,0
Section-{30},13.7,57.48,0
Section-{30},60.95,56.68,0
Section-{30},61.77,56.02,0
Section-{30},8.51,56.91,0
Section-{30},13.35,57.16,0
Section-{30},12.13,56.34,0
Section-{30},13.19,57.15,0
Section-{30},59.92,57.56,0
Section-{30},6.97,58.49,0
Section-{30},7.05,58.29,0
Section-{30},60,57.73,0
Section-{30},10.55,56.25,0
Section-{30},12.09,56.56,0
Section-{30},12.32,56.63,0
Section-{30},59.06,59.38,0
Section-{30},6.69,59.06,0
Section-{30},61.89,55.69,0
Section-{30},9.25,56.55,0
Section-{30},60.71,56.7,0
Section-{30},8.9,56.74,0
Section-{30},11.89,56.48,0
Section-{30},12.91,56.93,0
Section-{30},8.51,57.02,0
Section-{30},59.45,58.65,0
Section-{30},14.25,58.11,0
Section-{30},15.67,59.21,0
Section-{30},6.77,58.77,0
Section-{30},61.5,55.96,0
Section-{30},59.8,57.74,0
Section-{30},11.14,56.36,0
Section-{30},7.48,57.71,0
Section-{30},8.35,57.03,0
Section-{30},60.75,56.88,0
Section-{30},58.86,59.99,0
Section-{30},9.84,56.43,0
Section-{30},60.28,57.38,0
Section-{30},6.42,60.01,0
Section-{30},61.62,56.12,0
Section-{30},60.63,57.03,0
Section-{30},58.62,61.06,0
Section-{30},8.11,57.41,0
Section-{30},11.34,56.38,0
Section-{30},60.16,57.55,0
Section-{30},61.46,56.27,0
Section-{30},61.1,56.56,0
Section-{30},13.66,57.12,0
Section-{30},11.34,56.22,0
Section-{30},10.71,56.32,0
Section-{30},15.24,59.18,0
Section-{30},7.28,58.43,0
Section-{30},58.43,64.43,0
Section-{30},6.5,59.66,0
Section-{30},58.94,59.49,0
Section-{30},10.95,56.25,0
Section-{30},58.46,62.21,0
Section-{30},60.04,57.46,0
Section-{30},59.57,58.43,0
Section-{30},7.21,58.03,0
Section-{30},10.04,56.36,0
Section-{30},10.24,56.35,0
Section-{30},59.33,58.86,0
Section-{30},11.73,56.22,0
Section-{30},58.46,62.73,0
Section-{30},9.45,56.52,0
Section-{30},9.06,56.65,0
Section-{30},58.98,59.69,0
Section-{30},58.5,61.81,0
Section-{30},58.54,61.44,0
Section-{30},7.99,57.3,0
Section-{30},7.64,57.59,0
Section-{30},6.58,59.38,0
Section-{30},13.86,57.73,0
Section-{30},69.61,55.04,0
Section-{30},68.27,54.6,0
Section-{30},63.27,55.13,0
Section-{30},63.07,55.19,0
Section-{30},70.28,55.42,0
Section-{30},63.39,54.88,0
Section-{30},66.54,54.28,0
Section-{30},65.79,54.45,0
Section-{30},62.56,55.26,0
Section-{30},73.11,57.57,0
Section-{30},68.51,54.65,0
Section-{30},64.53,54.66,0
Section-{30},67.68,54.47,0
Section-{30},71.26,56.01,0
Section-{30},72.91,57.63,0
Section-{30},68.58,54.55,0
Section-{30},69.1,54.86,0
Section-{30},65.99,54.44,0
Section-{30},71.58,56.25,0
Section-{30},62.88,55.29,0
Section-{30},62.84,55.14,0
Section-{30},64.45,54.53,0
Section-{30},63.86,54.88,0
Section-{30},63.66,54.95,0
Section-{30},66.5,54.43,0
Section-{30},68.74,54.69,0
Section-{30},66.69,54.42,0
Section-{30},72.48,57.08,0
Section-{30},64.92,54.59,0
Section-{30},62.25,55.42,0
Section-{30},62.68,55.42,0
Section-{30},62.17,55.73,0
Section-{30},64.73,54.66,0
Section-{30},70.28,55.3,0
Section-{30},65.63,54.33,0
Section-{30},69.33,54.96,0
Section-{30},65.12,54.55,0
Section-{30},65.59,54.51,0
Section-{30},67.99,54.55,0
Section-{30},67.48,54.48,0
Section-{30},66.26,54.41,0
Section-{30},62.52,55.49,0
Section-{30},64.06,54.79,0
Section-{30},65.36,54.47,0
Section-{30},70.51,55.49,0
Section-{30},63.43,55.06,0
Section-{30},67.25,54.44,0
Section-{30},62.32,55.62,0
Section-{30},66.46,54.3,0
Section-{30},8.66,68.52,0
Section-{30},7.48,68.33,0
Section-{30},7.95,68.43,0
Section-{30},7.72,68.38,0
Section-{30},8.19,68.47,0
Section-{30},7.01,68.88,0
Section-{30},7.16,68.76,0
,,,
Section-{31},31.62,57.08,0
Section-{31},47.44,57.17,0
Section-{31},23.54,57.38,0
Section-{31},22.84,62.07,0
Section-{31},50.75,57.15,0
Section-{31},30,56.93,0
Section-{31},12.48,55.58,0
Section-{31},51.5,57.34,0
Section-{31},57.56,57.68,0
Section-{31},50.36,57.12,0
Section-{31},13.07,55.88,0
Section-{31},61.1,56.15,0
Section-{31},59.29,57.77,0
Section-{31},43.11,56.85,0
Section-{31},24.53,57.05,0
Section-{31},9.57,55.46,0
Section-{31},53.66,57.42,0
Section-{31},61.1,56.49,0
Section-{31},11.06,55.25,0
Section-{31},46.73,56.91,0
Section-{31},9.17,55.62,0
Section-{31},39.21,56.95,0
Section-{31},60.28,57.32,0
Section-{31},14.06,56.17,0
Section-{31},30.71,57.04,0
Section-{31},10.83,55.23,0
Section-{31},9.61,55.45,0
Section-{31},8.19,67.91,0
Section-{31},14.41,57.01,0
Section-{31},44.37,57.06,0
Section-{31},59.69,57.64,0
Section-{31},51.3,57.29,0
Section-{31},25.36,56.99,0
Section-{31},24.96,57.02,0
Section-{31},50.32,57.26,0
Section-{31},8.94,68,0
Section-{31},60.83,56.42,0
Section-{31},45.51,56.88,0
Section-{31},23.35,57.39,0
Section-{31},49.14,57.09,0
Section-{31},46.26,57.13,0
Section-{31},56.62,57.62,0
Section-{31},58.31,57.69,0
Section-{31},12.05,55.18,0
Section-{31},26.58,56.96,0
Section-{31},52.72,57.42,0
Section-{31},38.51,56.94,0
Section-{31},46.34,56.94,0
Section-{31},28.66,57.1,0
Section-{31},22.99,59.48,0
Section-{31},45.08,57.07,0
Section-{31},22.72,62.84,0
Section-{31},23.07,57.82,0
Section-{31},8.98,55.7,0
Section-{31},41.54,57,0
Section-{31},11.46,54.95,0
Section-{31},7.2,68.36,0
Section-{31},41.3,56.98,0
Section-{31},22.8,61.5,0
Section-{31},51.97,57.18,0
Section-{31},60.91,56.61,0
Section-{31},57.8,57.73,0
Section-{31},10.2,55.3,0
Section-{31},7.56,67.9,0
Section-{31},37.8,56.96,0
Section-{31},39.69,56.99,0
Section-{31},60.43,56.85,0
Section-{31},26.14,56.96,0
Section-{31},56.14,57.61,0
Section-{31},47.68,57.19,0
Section-{31},44.8,57.1,0
Section-{31},54.84,57.5,0
Section-{31},8.82,55.77,0
Section-{31},7.56,57.21,0
Section-{31},58.54,57.73,0
Section-{31},35.95,56.87,0
Section-{31},48.35,57.03,0
Section-{31},29.29,57,0
Section-{31},38.31,56.95,0
Section-{31},33.19,56.92,0
Section-{31},54.65,57.51,0
Section-{31},60.04,57.27,0
Section-{31},58.9,57.6,0
Section-{31},27.52,57.11,0
Section-{31},41.77,57.01,0
Section-{31},41.5,56.82,0
Section-{31},38.74,56.99,0
Section-{31},55.83,57.55,0
Section-{31},42.72,57.05,0
Section-{31},7.56,56.73,0
Section-{31},47.21,57.13,0
Section-{31},11.5,55.29,0
Section-{31},34.1,56.86,0
Section-{31},31.14,56.9,0
Section-{31},50.75,57.3,0
Section-{31},22.91,59.93,0
Section-{31},58.78,57.78,0
Section-{31},26.38,57.11,0
Section-{31},24.14,57.14,0
Section-{31},39.88,57.01,0
Section-{31},35.75,56.96,0
Section-{31},53.19,57.41,0
Section-{31},49.57,57.09,0
Section-{31},53.86,57.44,0
Section-{31},6.62,58.92,0
Section-{31},35,56.87,0
Section-{31},49.37,57.21,0
Section-{31},24.17,57.2,0
Section-{31},8.5,67.93,0
Section-{31},42.28,56.98,0
Section-{31},7.91,56.44,0
Section-{31},59.53,57.73,0
Section-{31},33.62,56.93,0
Section-{31},29.1,56.98,0
Section-{31},37.36,56.92,0
Section-{31},32.48,56.93,0
Section-{31},24.65,57.3,0
Section-{31},57.32,57.63,0
Section-{31},34.57,56.93,0
Section-{31},12.01,55.45,0
Section-{31},11.77,55.37,0
Section-{31},27.36,56.96,0
Section-{31},54.41,57.46,0
Section-{31},9.77,55.4,0
Section-{31},12.84,55.48,0
Section-{31},8.07,56.27,0
Section-{31},60.55,56.71,0
Section-{31},44.61,57.05,0
Section-{31},52.48,57.37,0
Section-{31},28.39,57.05,0
Section-{31},14.84,57.04,0
Section-{31},45.32,57.09,0
Section-{31},27.05,57.01,0
Section-{31},47.13,56.94,0
Section-{31},24.37,57.25,0
Section-{31},43.66,57.05,0
Section-{31},8.43,56.06,0
Section-{31},22.99,58.99,0
Section-{31},49.61,57.25,0
Section-{31},34.33,56.92,0
Section-{31},27.76,56.9,0
Section-{31},54.17,57.47,0
Section-{31},48.86,57.24,0
Section-{31},48.19,57.21,0
Section-{31},27.28,57.08,0
Section-{31},7.95,67.92,0
Section-{31},56.38,57.6,0
Section-{31},10.43,55.24,0
Section-{31},30.91,56.93,0
Section-{31},45.12,56.9,0
Section-{31},36.18,56.9,0
Section-{31},42.68,56.82,0
Section-{31},27.95,56.98,0
Section-{31},36.62,56.94,0
Section-{31},53.47,57.46,0
Section-{31},60.79,56.76,0
Section-{31},26.62,57.15,0
Section-{31},29.57,57.08,0
Section-{31},45.59,57.14,0
Section-{31},40.63,56.97,0
Section-{31},8.39,56.22,0
Section-{31},35.47,56.91,0
Section-{31},51.18,57.12,0
Section-{31},48.74,57.06,0
Section-{31},61.81,55.84,0
Section-{31},35.24,56.92,0
Section-{31},32.72,56.96,0
Section-{31},48.39,57.17,0
Section-{31},48.62,57.22,0
Section-{31},7.44,56.94,0
Section-{31},55.39,57.55,0
Section-{31},40.16,56.93,0
Section-{31},31.38,56.94,0
Section-{31},22.87,61.1,0
Section-{31},14.65,57.09,0
Section-{31},7.32,57.17,0
Section-{31},37.13,56.93,0
Section-{31},51.58,57.15,0
Section-{31},8.7,67.98,0
Section-{31},25.51,57.13,0
Section-{31},55.59,57.59,0
Section-{31},52.25,57.38,0
Section-{31},46.69,57.1,0
Section-{31},38.07,56.87,0
Section-{31},60.12,57.44,0
Section-{31},50.55,57.28,0
Section-{31},28.19,56.97,0
Section-{31},23.15,57.45,0
Section-{31},7.76,67.89,0
Section-{31},7.17,57.37,0
Section-{31},41.89,56.82,0
Section-{31},47.52,56.97,0
Section-{31},44.29,56.9,0
Section-{31},45.95,56.9,0
Section-{31},28.19,56.9,0
Section-{31},60.39,57.14,0
Section-{31},46.5,57.14,0
Section-{31},33.39,56.91,0
Section-{31},32.95,56.87,0
Section-{31},43.19,57.04,0
Section-{31},40.67,56.82,0
Section-{31},44.73,56.85,0
Section-{31},49.96,57.09,0
Section-{31},32.28,56.92,0
Section-{31},30.24,56.92,0
Section-{31},43.51,56.85,0
Section-{31},12.44,55.33,0
Section-{31},61.26,56,0
Section-{31},25.28,57.17,0
Section-{31},45.75,57.1,0
Section-{31},13.62,56.29,0
Section-{31},6.73,58.61,0
Section-{31},25.75,56.99,0
Section-{31},61.62,55.99,0
Section-{31},61.85,55.62,0
Section-{31},37.56,56.91,0
Section-{31},59.53,57.52,0
Section-{31},51.73,57.33,0
Section-{31},22.8,62.56,0
Section-{31},28.86,56.93,0
Section-{31},25.04,57.09,0
Section-{31},56.81,57.64,0
Section-{31},6.77,58.21,0
Section-{31},26.14,57.06,0
Section-{31},9.37,55.52,0
Section-{31},49.14,57.21,0
Section-{31},32.05,56.93,0
Section-{31},40.83,57.01,0
Section-{31},39.45,56.94,0
Section-{31},47.91,57.21,0
Section-{31},36.42,56.94,0
Section-{31},44.14,56.98,0
Section-{31},13.39,56.04,0
Section-{31},8.23,56.12,0
Section-{31},12.25,55.47,0
Section-{31},40.39,56.98,0
Section-{31},10,55.36,0
Section-{31},6.89,57.97,0
Section-{31},30.47,57.02,0
Section-{31},23.94,57.18,0
Section-{31},34.77,56.96,0
Section-{31},43.43,57.03,0
Section-{31},61.46,56.14,0
Section-{31},47.95,56.97,0
Section-{31},31.81,56.87,0
Section-{31},49.8,57.3,0
Section-{31},42.48,57.03,0
Section-{31},25.95,57.07,0
Section-{31},69.53,54.88,0
Section-{31},63.43,54.77,0
Section-{31},62.17,55.39,0
Section-{31},62.68,55.3,0
Section-{31},78.74,67.27,0
Section-{31},69.17,54.71,0
Section-{31},67.13,54.16,0
Section-{31},63.66,54.63,0
Section-{31},67.05,54.15,0
Section-{31},72.32,56.76,0
Section-{31},62.36,55.49,0
Section-{31},68.66,54.59,0
Section-{31},65.67,54.33,0
Section-{31},70.4,55.3,0
Section-{31},71.46,55.96,0
Section-{31},64.02,54.52,0
Section-{31},62.36,55.22,0
Section-{31},62.52,55.36,0
Section-{31},63.94,54.73,0
Section-{31},63.11,55.07,0
Section-{31},72.76,57.23,0
Section-{31},62.17,55.55,0
Section-{31},78.78,66.81,0
Section-{31},67.84,54.41,0
Section-{31},63.31,54.97,0
Section-{31},66.85,54.33,0
Section-{31},64.45,54.42,0
Section-{31},68.9,54.66,0
Section-{31},68.11,54.46,0
Section-{31},64.57,54.54,0
Section-{31},67.64,54.37,0
Section-{31},62.91,55.16,0
Section-{31},66.1,54.32,0
Section-{31},67.09,54.32,0
Section-{31},64.14,54.7,0
Section-{31},66.62,54.31,0
Section-{31},69.84,54.98,0
Section-{31},65.91,54.33,0
Section-{31},64.8,54.51,0
Section-{31},65,54.47,0
Section-{31},70.12,55.14,0
Section-{31},71.1,55.74,0
Section-{31},63.74,54.77,0
Section-{31},64.33,54.57,0
Section-{31},70.79,55.52,0
Section-{31},62.88,54.96,0
,,,
Section-{32},8.78,67.5,0
Section-{32},6.89,57.44,0
Section-{32},58.47,61.95,0
Section-{32},59.57,58.45,0
Section-{32},14.02,55.52,0
Section-{32},7.17,56.83,0
Section-{32},58.5,63,0
Section-{32},59.69,58.21,0
Section-{32},12.32,54.54,0
Section-{32},10.32,54.33,0
Section-{32},14.84,55.99,0
Section-{32},7.28,56.57,0
Section-{32},12.56,54.67,0
Section-{32},58.94,59.52,0
Section-{32},10.79,54.27,0
Section-{32},10.63,54.4,0
Section-{32},61.34,56.29,0
Section-{32},58.9,59.89,0
Section-{32},59.53,58.12,0
Section-{32},11.58,54.21,0
Section-{32},6.77,58.21,0
Section-{32},59.92,57.55,0
Section-{32},59.06,65.44,0
Section-{32},12.4,54.36,0
Section-{32},60.43,57.17,0
Section-{32},58.7,64.21,0
Section-{32},14.41,55.94,0
Section-{32},7.88,55.67,0
Section-{32},58.66,61.04,0
Section-{32},7.83,67.38,0
Section-{32},59.41,58.74,0
Section-{32},11.3,54.36,0
Section-{32},58.54,62.59,0
Section-{32},13.07,54.92,0
Section-{32},9.37,54.69,0
Section-{32},12.01,54.51,0
Section-{32},8.62,55.11,0
Section-{32},10,54.48,0
Section-{32},7.76,55.84,0
Section-{32},16.02,57.09,0
Section-{32},7.28,67.71,0
Section-{32},8.43,55.23,0
Section-{32},58.78,60.09,0
Section-{32},60.99,56.61,0
Section-{32},58.66,60.48,0
Section-{32},8.78,54.99,0
Section-{32},59.17,59.29,0
Section-{32},58.58,63.21,0
Section-{32},14.77,56.36,0
Section-{32},58.62,60.64,0
Section-{32},8.58,67.51,0
Section-{32},14.8,56.58,0
Section-{32},58.82,60.21,0
Section-{32},11.14,54.21,0
Section-{32},12.8,54.75,0
Section-{32},6.81,57.75,0
Section-{32},61.65,55.99,0
Section-{32},11.1,54.37,0
Section-{32},60.04,57.43,0
Section-{32},61.1,56.46,0
Section-{32},9.02,67.52,0
Section-{32},60.28,57.34,0
Section-{32},9.77,54.57,0
Section-{32},59.33,58.51,0
Section-{32},14.02,55.06,0
Section-{32},11.97,54.28,0
Section-{32},60.12,57.29,0
Section-{32},7.6,56.02,0
Section-{32},11.54,54.41,0
Section-{32},10.2,54.45,0
Section-{32},59.29,58.99,0
Section-{32},8.35,67.46,0
Section-{32},7.88,56.1,0
Section-{32},59.02,59.22,0
Section-{32},7.48,67.65,0
Section-{32},59.25,58.66,0
Section-{32},58.46,64.16,0
Section-{32},61.5,56.14,0
Section-{32},59.8,57.98,0
Section-{32},9.17,54.76,0
Section-{32},58.74,60.58,0
Section-{32},59.13,58.94,0
Section-{32},60.16,57.52,0
Section-{32},58.46,62.7,0
Section-{32},59.65,57.98,0
Section-{32},59.84,57.66,0
Section-{32},59.73,57.84,0
Section-{32},8.27,55.38,0
Section-{32},58.58,63.61,0
Section-{32},58.54,61.88,0
Section-{32},58.66,64.05,0
Section-{32},7.01,57.03,0
Section-{32},12.8,54.43,0
Section-{32},60.79,56.81,0
Section-{32},60.67,56.96,0
Section-{32},9.57,54.63,0
Section-{32},58.54,61.39,0
Section-{32},11.77,54.44,0
Section-{32},13.35,55.05,0
Section-{32},7.64,67.44,0
Section-{32},8.03,67.4,0
Section-{32},68.23,54.36,0
Section-{32},67.32,54.21,0
Section-{32},73.15,57.67,0
Section-{32},66.58,54.34,0
Section-{32},67.36,54.35,0
Section-{32},63.19,55.06,0
Section-{32},73.54,58.09,0
Section-{32},62.05,55.75,0
Section-{32},64.73,54.56,0
Section-{32},65.4,54.44,0
Section-{32},64.65,54.39,0
Section-{32},72.17,56.53,0
Section-{32},64.53,54.6,0
Section-{32},62.84,55.25,0
Section-{32},67.8,54.42,0
Section-{32},66.38,54.38,0
Section-{32},71.81,56.26,0
Section-{32},64.25,54.47,0
Section-{32},67.44,54.21,0
Section-{32},65.04,54.3,0
Section-{32},65.59,54.24,0
Section-{32},62.4,55.54,0
Section-{32},62.28,55.4,0
Section-{32},67.6,54.43,0
Section-{32},63.86,54.81,0
Section-{32},67.68,54.24,0
Section-{32},68.94,54.68,0
Section-{32},69.8,55,0
Section-{32},67.05,54.33,0
Section-{32},62.25,55.6,0
Section-{32},64.06,54.75,0
Section-{32},72.64,57,0
Section-{32},65.12,54.47,0
Section-{32},68.07,54.41,0
